affiliation_raw,count,percentage
TCS/Nokia Siemens Networks,1,0.001
Pranjal Kumar Dutta,1,0.001
Businesswire,1,0.001
Shuguang,1,0.001
Sabre Inc.,1,0.001
APnic,1,0.001
R. Altman,1,0.001
Thales,1,0.001
Kyoung-pook National University,1,0.001
EP.NET,1,0.001
Workingcode,1,0.001
"Skype Technologies, S.A.",1,0.001
"Razoom, Inc",1,0.001
Queensland University of,1,0.001
"Stonyfish, Inc.",1,0.001
Kaminario,1,0.001
TUPILAQ Arctica,1,0.001
Huaweisymantec Technologies,1,0.001
Silverscale Associates Ltd,1,0.001
CENTRIA,1,0.001
OGC,1,0.001
University College Dublin,1,0.001
Philips Research Laboratories,1,0.001
Free,1,0.001
Xavient,1,0.001
Hughes Systique,1,0.001
Home Jinni Inc.,1,0.001
Jacobs University Bremen gGmbH,1,0.001
Anyang University,1,0.001
China Internet Network Information,1,0.001
Ethernot.org,1,0.001
Tsinghua University/Yale,1,0.001
NEC Labs America.,1,0.001
Live Media Pty. Ltd.,1,0.001
Verismart Software Inc,1,0.001
American Registry for Internet,1,0.001
HW Embedded,1,0.001
Universite catholique de,1,0.001
Apparent Networks,1,0.001
NEWRSC,1,0.001
Tellabs Sinimaentie,1,0.001
WorkingCode,1,0.001
CAIDA/FhG FOKUS,1,0.001
Tektronix Communications Berlin,1,0.001
HYDRO-QUEBEC,1,0.001
BROADCOM,1,0.001
Univ. Politehnica of Bucharest,1,0.001
Univ. College London,1,0.001
National Research Council of Italy (CNR),1,0.001
DFRI,1,0.001
OpenAFS Project,1,0.001
Gainspeed,1,0.001
HIIT/ICSI,1,0.001
SAP AG,1,0.001
Cisco Systems International Sarl,1,0.001
Bouvet ASA,1,0.001
Infinidat Ltd.,1,0.001
APT Licensing Ltd,1,0.001
SkyFoundry,1,0.001
Thomas Duryea Consulting,1,0.001
Telenor ASA Digital Services,1,0.001
Instituto Nokia de Tecnologia,1,0.001
University of Liverpool,1,0.001
Ohio University IRG,1,0.001
Name.com,1,0.001
ICSI/UC Berkeley,1,0.001
Open Grid Computing,1,0.001
Interlinux Engineering,1,0.001
SenthilKumarS,1,0.001
Magyar Telekom,1,0.001
Lookingglass,1,0.001
Tempered Networks,1,0.001
Polyverse Security,1,0.001
"ICSAlabs, An Independent",1,0.001
W. Townsley,1,0.001
Nokia  Siemens Networks,1,0.001
TEI of Mesolonghi,1,0.001
JDCA,1,0.001
Ericsson INC,1,0.001
IBM CIO Innovation,1,0.001
Team Cymru,1,0.001
J. Hsu,1,0.001
Jian JIN,1,0.001
TEI Consortium and INRIA,1,0.001
The Royal Library,1,0.001
Wells Fargo,1,0.001
Comtrol Corp,1,0.001
Private Consultant,1,0.001
Gridmerge,1,0.001
Brocade/ETRI,1,0.001
L.J.Tang,1,0.001
InTouch N.V.,1,0.001
US Army,1,0.001
"NeuStar,Inc",1,0.001
Open IPTV Forum,1,0.001
SecWorks Sweden AB,1,0.001
Simon Josefsson Datakonsult AB,1,0.001
Motorola Solutions Inc,1,0.001
Jet Propulsion Lab,1,0.001
Chromium Project,1,0.001
Wingaa,1,0.001
Webstorage,1,0.001
"Sybase, Inc.",1,0.001
Metaweb Technologies,1,0.001
Roaring Penguin Software Inc.,1,0.001
He-Wu Li,1,0.001
Lei. zhu,1,0.001
FreeBSD,1,0.001
K.K. Tibanne,1,0.001
Centergate,1,0.001
Registro,1,0.001
Collecta,1,0.001
British Broadcasting Corportation,1,0.001
"Itumi, LLC",1,0.001
"NeuStar, Inc",1,0.001
"Franklin and Marshall College, Mathematics and Computer Science",1,0.001
"University of Delaware, Computer and Information Sciences Department",1,0.001
"nLayer Communications, Inc.",1,0.001
PADL Software Ltd,1,0.001
Cariden Technologies,1,0.001
ID/INOV,1,0.001
Xunlei network,1,0.001
TowerSec,1,0.001
LINX,1,0.001
VTT Technical Research Centre of,1,0.001
University of Texas at Austin,1,0.001
enStratus,1,0.001
Ciena Limited,1,0.001
Google. Inc,1,0.001
M. xiao,1,0.001
Inmobi India Pvt. Ltd.,1,0.001
Accilent Corp.,1,0.001
Firelytics.com,1,0.001
Globallogic,1,0.001
X.N.Miao,1,0.001
ETRO/Vrije Universiteit Brussel,1,0.001
SYRACOM Consulting AG,1,0.001
Elster Solutions,1,0.001
Dialogic,1,0.001
SNIA,1,0.001
US Naval Research Laboratory,1,0.001
Metswitch Networks,1,0.001
Hongyong.Jia,1,0.001
Zhengzhou Institute of Information,1,0.001
"DCS, Uni. of Glasgow",1,0.001
Anagran Inc.,1,0.001
MOT/OGERO,1,0.001
Mobilab,1,0.001
FireBrick Ltd,1,0.001
CongXiao Bao,1,0.001
Bit-way Corporation,1,0.001
Alcatel-Lucent Bell,1,0.001
Comodo Group,1,0.001
PPLive,1,0.001
China Mobile/BUPT,1,0.001
X. Li,1,0.001
Resiliens Communication AS,1,0.001
DNS.com,1,0.001
Silver Spring Networks,1,0.001
Newbridge Networks Inc,1,0.001
SUNET/NORDUnet,1,0.001
FEAC,1,0.001
Zhengzhou University,1,0.001
Telstra Corp.,1,0.001
SARA,1,0.001
Centre for Wireless,1,0.001
Uni. of Adelaide,1,0.001
U.S. NIST,1,0.001
Shaw Communications,1,0.001
Google Fiber,1,0.001
Shooting Soul,1,0.001
"Genesys, Alcatel-Lucent",1,0.001
WebTide,1,0.001
IBBT,1,0.001
Korea University of Technology,1,0.001
Antiy Labs,1,0.001
Cisco Sys. GmbH,1,0.001
Univ. of Amsterdam,1,0.001
Center for Sutton Movement Writing,1,0.001
NTT NT Lab,1,0.001
BT Trading Systems,1,0.001
Rightside Group,1,0.001
Messaging Anti-Abuse WG,1,0.001
Motorola Mobility,1,0.001
Tecnalia,1,0.001
Optiva Media,1,0.001
UNC-CH,1,0.001
On behalf of the ITU-T TSB,1,0.001
Strato AG,1,0.001
BENOCS,1,0.001
Cyber Switching,1,0.001
Dell Force10 Networks,1,0.001
RIM,1,0.001
Viagenie Inc.,1,0.001
HP Visual Collaboration,1,0.001
Intalio,1,0.001
Hangzhou BAUD Networks,1,0.001
"GridFury, LLC",1,0.001
DREN,1,0.001
SPARTA/Cobham,1,0.001
MG-SOFT,1,0.001
Munich Univ. of Applied Sciences,1,0.001
Alcatel-Lu,1,0.001
Univ of Essex,1,0.001
Intune Networks,1,0.001
R. Raszuk,1,0.001
"AICS, RIKEN",1,0.001
Struik Consultancy,1,0.001
AmericaFree.TV LLC,1,0.001
CEFRIEL,1,0.001
Icesi University,1,0.001
Telenor,1,0.001
CDTA,1,0.001
Carillon Information Security,1,0.001
Muenster Univ. of Applied,1,0.001
Saga University,1,0.001
Ritsumeikan University,1,0.001
NORDUNet,1,0.001
Huawei Technologies Co. LTD.,1,0.001
Videotron G.P.,1,0.001
Carillon Information Security Inc.,1,0.001
MapR Technologies,1,0.001
Open Data Institute,1,0.001
Interactive Instruments,1,0.001
Galdos Systems,1,0.001
COM.lounge GmbH,1,0.001
Tsinghua University/Baidu,1,0.001
N. Sprecher,1,0.001
Faculty of Informatics,1,0.001
ICC,1,0.001
Cordance,1,0.001
Sky Network Services,1,0.001
AT&T Corporation,1,0.001
JEJU Technopark,1,0.001
Elster,1,0.001
Ruijie Network,1,0.001
Tokai University and University of,1,0.001
University of Sussex,1,0.001
Century Link,1,0.001
ASTA Ventures,1,0.001
Tektronix Communications,1,0.001
Cinarra Systems,1,0.001
Plantrontics,1,0.001
Lucidvision,1,0.001
Calnex Solutions Ltd.,1,0.001
"RCIS, AIST",1,0.001
WHOI,1,0.001
Jack Klecha,1,0.001
Casaba Security,1,0.001
Xelerance,1,0.001
DigitalShtick,1,0.001
Telefonica R&D,1,0.001
Nova Notio.Inc,1,0.001
Diwan Software Limited,1,0.001
USCERT,1,0.001
Storvisor,1,0.001
DeNA Co,1,0.001
Gong Zhenghu,1,0.001
PrimaryData,1,0.001
Sigrand LLC,1,0.001
L-3 Com,1,0.001
University Nice Sophia Antipolis,1,0.001
ebay Corporation,1,0.001
redhat,1,0.001
"Infinera, Inc.",1,0.001
Digitalall,1,0.001
Pantheon Technologies LLC,1,0.001
DGA MI,1,0.001
Level 3,1,0.001
Gridmerge Ltd.,1,0.001
Xiaoqian Li,1,0.001
PhoneFromHere.com,1,0.001
Acano,1,0.001
ULD,1,0.001
Dhofar University,1,0.001
Intec Inc.,1,0.001
JANET (UK),1,0.001
Digital Television Group,1,0.001
puremagic.com,1,0.001
Maxim Integrated Products,1,0.001
ERDF,1,0.001
Hitachi R&D China,1,0.001
Johns Hopkins University/APL,1,0.001
UNI-KLU,1,0.001
"ComNets, Hamburg University of Technology",1,0.001
New York University Abu Dhabi,1,0.001
Amdocs,1,0.001
Key Bridge,1,0.001
BBN Technologes,1,0.001
Muenster University of Applied,1,0.001
Deltatec,1,0.001
Cyril Magaria,1,0.001
CCSL-IFRN,1,0.001
SBI,1,0.001
Free Telecom,1,0.001
NTT PF Labs,1,0.001
Shenzhen Institute of Information Technology,1,0.001
Authentication Metrics,1,0.001
ISOEG,1,0.001
Vrije Universiteit Amsterdam,1,0.001
YRP Ubiquitous Networking Lab,1,0.001
"Bangalore, India",1,0.001
Tattam Software Enterprises Pty,1,0.001
Globalcrossing,1,0.001
IpInfusion,1,0.001
Hewlett-Packard Corp,1,0.001
UKLO Tczew,1,0.001
lucidvision,1,0.001
SI6 Networks/UTN-FRH,1,0.001
TW Cable,1,0.001
"Skytide, Inc.",1,0.001
McAfee Inc.,1,0.001
China Academy of Telecom,1,0.001
ARISTA Networks,1,0.001
"PhoneFactor, Inc.",1,0.001
Shuai Gao,1,0.001
CS Dept. University of Bologna,1,0.001
Tropo,1,0.001
NTT MCL Inc,1,0.001
Huawei Technologies India Pvt.,1,0.001
Scuola Superiore S.Anna,1,0.001
Tongji/Yale,1,0.001
Hauwei,1,0.001
Grid2Home,1,0.001
Broadcom Ltd.,1,0.001
"Logicalelegance, Inc.",1,0.001
H-log,1,0.001
Serva,1,0.001
"HyTrust, Inc.",1,0.001
SalesForce,1,0.001
Technology Nexus,1,0.001
Li-Li Wang,1,0.001
HuaaWei,1,0.001
F redan AB,1,0.001
Treehouse Networks Ltd.,1,0.001
Qbik New Zealand Ltd.,1,0.001
Nymble Design,1,0.001
Azuca Systems,1,0.001
Pearlfisher International,1,0.001
Deutsche Bundesbank,1,0.001
DuraSpace,1,0.001
SNA,1,0.001
Universidad Politecnica de,1,0.001
P. NG Tung,1,0.001
Gang Feng,1,0.001
FIS,1,0.001
MICROSOFT,1,0.001
FACEBOOK,1,0.001
Japan Electronic Publishing Association,1,0.001
T. Perrin,1,0.001
University of Quebec in Montreal,1,0.001
LJMU,1,0.001
Janardhanan Pathangi Narasimhan,1,0.001
Stateless,1,0.001
Institute of Acoustics,1,0.001
Radware,1,0.001
Cloudshield,1,0.001
Royal Holloway,1,0.001
"IECA, Inc",1,0.001
ConteXtream,1,0.001
Redeem Software,1,0.001
GE Digital Energy,1,0.001
Thames Stanley,1,0.001
JM Lee,1,0.001
"ITEC, Universidade Federal do Para",1,0.001
INTERNET MULTIFEED CO.,1,0.001
ICT/CAS,1,0.001
GE MDS LLC,1,0.001
HSA,1,0.001
Allied Telesis Labs,1,0.001
Ericcsson,1,0.001
AimValley,1,0.001
University of South Florida,1,0.001
XiaoPeng Yang,1,0.001
Huawei Technologies Inc.,1,0.001
Polythecnic Institute of NYU,1,0.001
Eaton's Cooper Power Systems Business,1,0.001
TU-BS,1,0.001
Watteco.,1,0.001
Compression Labs,1,0.001
Square,1,0.001
S.V.University,1,0.001
Morphoss,1,0.001
Tonian,1,0.001
Entrust Ltd.,1,0.001
Ip Infusion,1,0.001
"StatusNet, Inc.",1,0.001
Detecon International Gmbh,1,0.001
Tarsnap,1,0.001
DisTel Research,1,0.001
Nicolaus Copernicus University,1,0.001
European Emergency Number,1,0.001
AT&T Services,1,0.001
International University of Japan,1,0.001
ZTE Corporation P.R.China,1,0.001
O. Garcia-Morchon,1,0.001
Asia Pacific Network Information,1,0.001
"Directv, Inc.",1,0.001
VAF.NET Internet Consulting,1,0.001
Orange-France Telecom,1,0.001
M. Wasserman,1,0.001
Scarfone Cybersecurity,1,0.001
Jerusalem College of Technology,1,0.001
C. Jennings,1,0.001
BBIX,1,0.001
SignPuddle,1,0.001
D. van Gulik,1,0.001
Afilias Technologies Limited,1,0.001
"BioFortis, Inc.",1,0.001
Jozef Stefan Institute,1,0.001
BitGo,1,0.001
Xian-wei Zhou,1,0.001
University of Utah,1,0.001
Network Working Group,1,0.001
"GREE, Inc.",1,0.001
Viptela,1,0.001
Mingchuan Zhang,1,0.001
Hobbyist developer,1,0.001
GoalTree Consulting,1,0.001
HAW HAmburg,1,0.001
Dowdeswell Security Architecture,1,0.001
University of Aveiro,1,0.001
Nano Sec Co,1,0.001
Furukawa Network Solution,1,0.001
Alpen-Adria Universitat Klagenfurt,1,0.001
Oracle Communications,1,0.001
Digicert,1,0.001
Cygnacom,1,0.001
Comodo,1,0.001
SecureIT,1,0.001
University of Zilina,1,0.001
Skyport Systems,1,0.001
Meinberg-USA,1,0.001
ShunWan Zhuang,1,0.001
Rogers,1,0.001
"vLine, Inc.",1,0.001
TATA Communications,1,0.001
C-DAC Hyderabad,1,0.001
P. Pierre Francois,1,0.001
Hitachi (China) Research and Development Corporation,1,0.001
"ICTEAM, Universite catholique de",1,0.001
Byungtak Lee,1,0.001
M2Soft,1,0.001
A-L,1,0.001
"IT-Security, RWTH Aachen",1,0.001
Deutshe Telekom,1,0.001
vIPtela,1,0.001
Intec,1,0.001
IID,1,0.001
Kyushu Univ.,1,0.001
Cybersecurity Association,1,0.001
Comonad Dev,1,0.001
OpenFortress B.V.,1,0.001
TokBox,1,0.001
Restrena,1,0.001
Interrupt Sciences,1,0.001
Universidad Nueva Esparta,1,0.001
Arcode Corporation,1,0.001
Uber,1,0.001
Petz Enterprises LLC,1,0.001
Nkom,1,0.001
Mentor Embedded Software Division,1,0.001
Internet Solutions,1,0.001
J. Lennox,1,0.001
Johns Hopkins University Applied Physics Laboratory,1,0.001
Netzkonform,1,0.001
Centero,1,0.001
C. Boucadair,1,0.001
ICT Chinese Academy of Sciences,1,0.001
United International University,1,0.001
L. Xia,1,0.001
I. de Miguel,1,0.001
Universidad de Valladolid,1,0.001
Boeing Corporation,1,0.001
DJ,1,0.001
OGUD Consulting,1,0.001
LIST,1,0.001
Swedish Defence Material Administration (FMV),1,0.001
Infoblox Inc.,1,0.001
UCAS,1,0.001
Tor,1,0.001
S-Terra,1,0.001
SugarCRM,1,0.001
"ZTE Inc., ZTE Plaza",1,0.001
Gigamon,1,0.001
CERT.at,1,0.001
Jun-Qi Duan,1,0.001
InterConnect Communications Ltd,1,0.001
Mapbox Inc.,1,0.001
Great Wall Asset Management,1,0.001
University of Chinese Academy,1,0.001
Net Optics,1,0.001
U.S. Bank,1,0.001
Uniregistry,1,0.001
COPELABS,1,0.001
"ConteXtream, Inc.",1,0.001
SnT/Univ. of Luxembourg/IPv6 Forum,1,0.001
public project,1,0.001
DONG-EUI Univ,1,0.001
DNS-OARC,1,0.001
University of Oulou,1,0.001
AEPROVI,1,0.001
UtopiaCompression Corporation,1,0.001
Telefonica GCTO,1,0.001
Qualcomm (QCE),1,0.001
"DTS, Inc.",1,0.001
Dnsmasq,1,0.001
B.T.,1,0.001
ResMed,1,0.001
X. W. Zhou,1,0.001
Orange/LIP6,1,0.001
Hadron Industries,1,0.001
Ericcson,1,0.001
IK4-IKERLAN,1,0.001
Pavonis Consulting,1,0.001
BitMovin,1,0.001
University of Rome Tor Vergata,1,0.001
Instituto de Telecomunicacoes Aveiro,1,0.001
Athlone Institute of Technology,1,0.001
Alvestrand Data,1,0.001
Sungard Availability Services,1,0.001
China Electric Power Research Institute,1,0.001
Nanjing University of Posts and Telecommunications,1,0.001
BGP Innovations,1,0.001
D. Longley,1,0.001
"Timee, Inc.",1,0.001
NAT Consulting LLC,1,0.001
YAuth.JP LLC,1,0.001
iDirect Technologies,1,0.001
ZmartZone IAM,1,0.001
Z. M. Cheng,1,0.001
DVB Digital Video Broadcasting Project,1,0.001
ActivIdentity Corp.,1,0.001
U. of Twente,1,0.001
U. of Patras,1,0.001
Tiledmedia,1,0.001
Universidad de Los Andes,1,0.001
U. Politecnica Catalunya,1,0.001
University of the Western Cape,1,0.001
Abdus Salam ICTP,1,0.001
ICTP,1,0.001
Bosch Sensortec GmbH,1,0.001
dmfs,1,0.001
NOKIA,1,0.001
Fei song,1,0.001
Bharti Airtel,1,0.001
Latin American and Caribbean IP Address Regional Registry,1,0.001
RIPE Network Coordination Centre,1,0.001
African Network Information Centre (AFRINIC),1,0.001
Big Switch,1,0.001
ACME Corporation,1,0.001
Boeing EO&T IT,1,0.001
UCLouvain and Tessares,1,0.001
Windriver,1,0.001
Leibniz Uni-Hannover,1,0.001
"Alibaba Co., Ltd",1,0.001
Aspect Software,1,0.001
Cohesity,1,0.001
China Cache,1,0.001
"NDSC, China",1,0.001
Meteor Network,1,0.001
UCI,1,0.001
GITDA,1,0.001
PDF Association,1,0.001
Global Graphics,1,0.001
Astute Technology,1,0.001
Grad Student UC Berkley,1,0.001
Uni. of Aberdeen,1,0.001
British Telcom,1,0.001
Inria Rennes Bretagne Atlantique,1,0.001
Microsoft Deutschland GmbH,1,0.001
g10 Code,1,0.001
Mediatek,1,0.001
"CNES, Telecom Bretagne",1,0.001
NATO C&I Agency,1,0.001
Tesla,1,0.001
MIT-KIT,1,0.001
Dendory Networks,1,0.001
JPCERT/CC,1,0.001
Styra,1,0.001
Independent Reseacher,1,0.001
BISDN,1,0.001
Hydro-Quebec,1,0.001
TelVGG,1,0.001
NEC/H-DA,1,0.001
dotgay LLC,1,0.001
"ZTE TX, Inc.",1,0.001
C.BaudoinE.bouttier,1,0.001
Catholic University of Murcia,1,0.001
Normal College of Shenzhen University,1,0.001
North South University,1,0.001
Mobolize,1,0.001
ATIS,1,0.001
Samsung Research,1,0.001
Canon Research Centre France,1,0.001
Muenster Univ. of Appl. Science,1,0.001
Equinix Inc.,1,0.001
AnsuR Technologies,1,0.001
Tech. Univ. of Sofia.,1,0.001
Oriental Cable Network,1,0.001
B-STAR,1,0.001
Salesforce.com Inc,1,0.001
France telecom,1,0.001
Dell/EMC,1,0.001
Brocade Communication,1,0.001
US VRS Providers,1,0.001
Suncorp,1,0.001
Eudaemon,1,0.001
Sealance,1,0.001
Canada Bell,1,0.001
Rambus Cryptography Research,1,0.001
Subset AB,1,0.001
Queen's University Belfast,1,0.001
Tail-F,1,0.001
Uniregistry Corp.,1,0.001
Kielce University of Technology,1,0.001
University of Paris-Diderot,1,0.001
"Windrock, Inc.",1,0.001
Wipro Limited,1,0.001
"Volta Networks, Inc.",1,0.001
PPE Consulting,1,0.001
Altran Research,1,0.001
Daejon University,1,0.001
ADVA,1,0.001
Boeing Research and Technology,1,0.001
SoftBank Mobile Corp.,1,0.001
UbiTech Ltd,1,0.001
Mines ParisTech,1,0.001
TUT,1,0.001
"VmWare, Inc.",1,0.001
ZTE Corporation.,1,0.001
JSOND.org,1,0.001
Phenome Networks,1,0.001
University of Memphis,1,0.001
lin. Jiao,1,0.001
Dell Products LP,1,0.001
Undatech,1,0.001
Plex,1,0.001
Hainan University,1,0.001
Seeking affiliation,1,0.001
University of Central Florida,1,0.001
mistnet.io,1,0.001
Tecent,1,0.001
DirecTV Inc,1,0.001
* Pending affiliation change.,1,0.001
Springpath,1,0.001
yahoo,1,0.001
Sungkyunkwan Univ./ETRI,1,0.001
Cambridge University,1,0.001
Lavabit LLC,1,0.001
SSU,1,0.001
BAE Systems AI Labs,1,0.001
Kookmin Univ.,1,0.001
Cozy Cloud,1,0.001
A. Kumar,1,0.001
Transpacket,1,0.001
A.,1,0.001
Abratech Corp.,1,0.001
Atos Research and Innovation,1,0.001
Qualcomm CDMA Technologies GMBH,1,0.001
DNS International,1,0.001
FACTOR-TS,1,0.001
TCI,1,0.001
NCI Agency,1,0.001
Huawei Ireland Research Centre,1,0.001
NLNet Labs,1,0.001
Swedish University Network,1,0.001
Support Vectors,1,0.001
C. Wetphal,1,0.001
Salih. K.A,1,0.001
Blue Meadow Networking,1,0.001
Coding Rights,1,0.001
Centre for Internet and Human Rights,1,0.001
HERIT,1,0.001
Japan Network Enabler,1,0.001
Junipr Networks,1,0.001
China Mobile Group Design Institute,1,0.001
Universite Moulay Ismail,1,0.001
Futurewei Technologies Inc. USA,1,0.001
O. Gonzalez,1,0.001
Washington State University,1,0.001
"8x8, Inc. / Jitsi",1,0.001
Uber Technologies,1,0.001
EthAirNet Associates,1,0.001
Arrcus Networks,1,0.001
SupportVectors,1,0.001
Roland Computing Services,1,0.001
Nutanix,1,0.001
Pusan National University,1,0.001
Rozanak.com,1,0.001
Avassa,1,0.001
"ASRC Space And Defense, NASA GSFC",1,0.001
Kinney Consulting LLC,1,0.001
Spectracom Corporation,1,0.001
OneAccess,1,0.001
UPMC,1,0.001
Deutsche Telekom Inc.,1,0.001
"Verizon, Inc.",1,0.001
Research Computer Center MSU,1,0.001
Cloudera,1,0.001
Verisign labs,1,0.001
TCSL,1,0.001
VGEC,1,0.001
Cadcorp,1,0.001
Planet Labs,1,0.001
Cryptosense/INRIA,1,0.001
Amazon Lab126,1,0.001
OMNICS,1,0.001
NTT Innovation Institute Inc.,1,0.001
022China Mobile,1,0.001
"vIPtela, Inc.",1,0.001
Prime Tel,1,0.001
"Neustar, Inc",1,0.001
F5 Neworks,1,0.001
UTN-FRM/Aalto,1,0.001
Broadband Forum,1,0.001
vArmour,1,0.001
University of Portsmouth,1,0.001
Fundacion Sadosky,1,0.001
Monoski LLC,1,0.001
University of Montenegro,1,0.001
"ForwardingPlane, LLC",1,0.001
"Nomura Research Institute, Ltd.",1,0.001
KDDI Research Inc.,1,0.001
Peerless Network,1,0.001
Versa Networks,1,0.001
Securax,1,0.001
"Ericsson Research, Finland",1,0.001
University of Haifa and Intel Corporation,1,0.001
DePaul University,1,0.001
BIGLOBE Inc.,1,0.001
Chinaunicom,1,0.001
KETI,1,0.001
Eantc,1,0.001
Mellanox Technologies Ltd,1,0.001
ABDK Consulting,1,0.001
Indvidual,1,0.001
MIRANTIS,1,0.001
AfriNIC,1,0.001
NBCUniversal,1,0.001
SCTE,1,0.001
SeaChange,1,0.001
Vodafone D2 GmbH,1,0.001
"Cisco, Inc.",1,0.001
Red Hat Asia-Pacific Pty Ltd,1,0.001
The University of Adelaide,1,0.001
Advertising Digital Identification,1,0.001
Nimbus Operations Inc.,1,0.001
Curveball Networks,1,0.001
"NAVOMI, Inc.",1,0.001
Luiginius,1,0.001
University of Deleware,1,0.001
Zalando SE,1,0.001
Network Polygraph,1,0.001
Institut Mines Telecom-Telecom Sud Paris,1,0.001
Institut Mines Telecom-Telecom Bretagne,1,0.001
ACKLIO,1,0.001
Hopcount,1,0.001
Univ. of Rome Tor Vergata/CNIT,1,0.001
Universidad Carlos III Madrid,1,0.001
SUNY,1,0.001
Solacia,1,0.001
RABT,1,0.001
"Inside Products, Inc.",1,0.001
Forcepoint,1,0.001
Iron Mountain,1,0.001
Cisco Syestems,1,0.001
Altice Labs,1,0.001
G. Wang,1,0.001
Telhoc,1,0.001
Lund University,1,0.001
Cirrus Data Solutions Inc.,1,0.001
optivo GmbH,1,0.001
Dell EMC Research Europe,1,0.001
AT&T Foundry,1,0.001
Ericsson-LG,1,0.001
GQ Wang,1,0.001
"Rightside Group, Ltd.",1,0.001
NIC Chile Research Labs,1,0.001
Orolia USA,1,0.001
Freelancer,1,0.001
Shenzhen Olym Info. Security Tech. Ltd.,1,0.001
Soonchunhyang University,1,0.001
AVIC China Aero-Polytechnology Establishment,1,0.001
Philips IP&S,1,0.001
UA partners,1,0.001
www.sutton-signwriting.io,1,0.001
"University of California, Berkeley",1,0.001
H. LABIOD,1,0.001
B. LONC,1,0.001
A. SERHROUCHNI,1,0.001
Network RADIUS SARL,1,0.001
Check Point Software Technologies Ltd.,1,0.001
Lilac Cloud,1,0.001
Conntac GmbH,1,0.001
"DeNA Co., Ltd.",1,0.001
Intel K.K.,1,0.001
University of New Hampshire,1,0.001
PCCW Global,1,0.001
Bell Canada.,1,0.001
Cryptography Engineering LLC,1,0.001
Interisle Consulting,1,0.001
Fujitsu Laboratories LTD,1,0.001
IBM United Kingdom Limited,1,0.001
European Telecommunication Standards Institute,1,0.001
D-Link Corp,1,0.001
"Expedia, Inc.",1,0.001
"Netcracker, Inc.",1,0.001
Moulay Ismail University of Meknes,1,0.001
X. Wang,1,0.001
Universitat Politecnica de Catalunya/Fundacio i2cat,1,0.001
Wenzhou-Kean University,1,0.001
Universitat Politècnica de Catalunya,1,0.001
AccuKnox,1,0.001
Mavenir,1,0.001
India Institute of Technology,1,0.001
Wireless Telcom Consultant,1,0.001
Singtel,1,0.001
IEIT System,1,0.001
The University of Memphis,1,0.001
Lobaro UG,1,0.001
NLNetLabs,1,0.001
"FreeBit Co., Ltd.",1,0.001
Ecole polytechnique,1,0.001
Inocybe Technologies,1,0.001
Lumina Networks Inc.,1,0.001
Lucid Vision LLC,1,0.001
Cambridge Greys Limited,1,0.001
Danish Maritime Authority,1,0.001
FICORA,1,0.001
One Identity,1,0.001
STZ Elektronik,1,0.001
Hackers Mauritius,1,0.001
NIC Labs Chile,1,0.001
Huawei German Research Center,1,0.001
Huawei Research Center,1,0.001
SoftBank Telecom Japan,1,0.001
U of Tuebingen,1,0.001
LONAP,1,0.001
"8x8, Inc.",1,0.001
Standard Velocity,1,0.001
Freie Universitaet Berlin,1,0.001
"TransUnion, Inc.",1,0.001
"Arbor Networks, Inc.",1,0.001
YES Europe AG,1,0.001
20C,1,0.001
McMaster University,1,0.001
"Logical Elegance, LLC.",1,0.001
Interconnect Services B.V.,1,0.001
Odette International,1,0.001
School of Communication and and Information Engineering,1,0.001
"Futurewei, Future Networks",1,0.001
The Intertubes,1,0.001
ircdocs,1,0.001
Unify / Atos,1,0.001
Rowan University,1,0.001
Bournemouth University,1,0.001
"University of Applied Sciences and Arts
      Northwestern Switzerland",1,0.001
Oracle Corp,1,0.001
DataPlane.org,1,0.001
juniper networks,1,0.001
Stripe Inc.,1,0.001
MLB@Realtime Communications,1,0.001
prettydiff.com,1,0.001
Independent Submitter,1,0.001
Network Systems Research & Design,1,0.001
Portland State Univ.,1,0.001
Qrator Labs & Yandex,1,0.001
SKKU,1,0.001
Technical Centre of Internet,1,0.001
true,1,0.001
Wonder Hamster,1,0.001
ENCS,1,0.001
United States National Security Agency,1,0.001
Nokia-Bell-labs,1,0.001
University of Debrecen,1,0.001
Eotvos Lorand University,1,0.001
APNIC P/L.,1,0.001
AFRINIC Ltd.,1,0.001
University of St. Andrews,1,0.001
Fraunhofer Institute,1,0.001
Wi-SUN Alliance,1,0.001
Etri,1,0.001
KoreaTech,1,0.001
National Internet Exchange of India (NIXI),1,0.001
Aruba-HPE,1,0.001
HFT Stuttgart - Univ. of Applied Sciences,1,0.001
MNK Consulting,1,0.001
LIP6 UPMC,1,0.001
Hochschule Esslingen,1,0.001
TU Munich,1,0.001
Beijing Normal University,1,0.001
Spotify,1,0.001
Incites,1,0.001
InnoRoute,1,0.001
Boston University and Algorand,1,0.001
Hong Kong University of Science and Technology,1,0.001
Open Xchange Oy,1,0.001
AT&T Services Inc,1,0.001
ATT Services Inc,1,0.001
Thycotic,1,0.001
Bomgar,1,0.001
Lieberman Software,1,0.001
"CERT, Software Engineering Institute, Carnegie Mellon University",1,0.001
Agilicus,1,0.001
Internet Neutral Exchange Association CLG,1,0.001
BlackBerry,1,0.001
Oracle + Dyn,1,0.001
Steinwurf ApS,1,0.001
TTTech Computertechnik AG,1,0.001
NICT/Japan,1,0.001
WMware,1,0.001
U3CM,1,0.001
YANDEX,1,0.001
Capital University of Science and Technology,1,0.001
Diennea,1,0.001
